Actual,Predicted,Confidence
AFIB,Normal,0.6318
AFIB,Normal,0.627
AFIB,Normal,0.5949
AFIB,Normal,0.5945
AFIB,Normal,0.6026
AFIB,Normal,0.5809
AFIB,Normal,0.5922
AFIB,Normal,0.6143
AFIB,Normal,0.6502
AFIB,Normal,0.6429
AFIB,Normal,0.6073
AFIB,Normal,0.5656
AFIB,Normal,0.5593
AFIB,Normal,0.665
AFIB,Normal,0.5843
AFIB,Normal,0.57
AFIB,Normal,0.6471
AFIB,Normal,0.6177
AFIB,Normal,0.6329
AFIB,Normal,0.6667
AFIB,Normal,0.6475
AFIB,Normal,0.6274
AFIB,Normal,0.6487
AFIB,Normal,0.6329
AFIB,Normal,0.6127
AFIB,Normal,0.633
AFIB,Normal,0.6184
AFIB,Normal,0.5997
AFIB,Normal,0.6398
AFIB,Normal,0.6221
AFIB,Normal,0.6221
AFIB,Normal,0.6348
AFIB,Normal,0.6616
AFIB,Normal,0.652
AFIB,Normal,0.6515
AFIB,Normal,0.6488
AFIB,Normal,0.667
AFIB,Normal,0.6513
AFIB,Normal,0.5839
AFIB,Normal,0.5634
AFIB,Normal,0.6304
AFIB,Normal,0.5884
AFIB,Normal,0.6173
AFIB,Normal,0.618
AFIB,Normal,0.6134
AFIB,Normal,0.6217
AFIB,Normal,0.6366
AFIB,Normal,0.645
AFIB,Normal,0.6544
AFIB,Normal,0.6444
AFIB,Normal,0.6289
AFIB,Normal,0.6075
AFIB,Normal,0.5997
AFIB,Normal,0.6331
AFIB,Normal,0.6336
AFIB,Normal,0.6335
AFIB,Normal,0.6382
AFIB,Normal,0.6477
AFIB,Normal,0.6317
AFIB,Normal,0.614
AFIB,Normal,0.6321
AFIB,Normal,0.6475
AFIB,Normal,0.5919
AFIB,Normal,0.614
AFIB,Normal,0.657
AFIB,Normal,0.6258
AFIB,Normal,0.6327
AFIB,Normal,0.6111
AFIB,Normal,0.6267
AFIB,Normal,0.6463
AFIB,Normal,0.5552
AFIB,Normal,0.5472
AFIB,Normal,0.5986
AFIB,Normal,0.6277
AFIB,Normal,0.5813
AFIB,Normal,0.5632
AFIB,Normal,0.6155
AFIB,Normal,0.6088
AFIB,Normal,0.6453
AFIB,Normal,0.5568
AFIB,Normal,0.5504
AFIB,Normal,0.6403
AFIB,Normal,0.6356
AFIB,Normal,0.6238
AFIB,Normal,0.6522
AFIB,Normal,0.6551
AFIB,Normal,0.6022
AFIB,Normal,0.5691
AFIB,Normal,0.6236
AFIB,Normal,0.6653
AFIB,Normal,0.6503
AFIB,Normal,0.6229
AFIB,Normal,0.6247
AFIB,Normal,0.6403
AFIB,Normal,0.6612
AFIB,Normal,0.6314
AFIB,Normal,0.6282
AFIB,Normal,0.6302
AFIB,Normal,0.6061
AFIB,Normal,0.5714
AFIB,Normal,0.6657
AFIB,Normal,0.6458
AFIB,Normal,0.6434
AFIB,Normal,0.6483
AFIB,Normal,0.634
AFIB,Normal,0.6209
AFIB,Normal,0.6488
AFIB,Normal,0.6372
AFIB,Normal,0.6385
AFIB,Normal,0.6111
AFIB,Normal,0.5798
AFIB,Normal,0.537
AFIB,Normal,0.621
AFIB,Normal,0.5813
AFIB,Normal,0.607
AFIB,Normal,0.6107
AFIB,Normal,0.6155
AFIB,Normal,0.6181
AFIB,Normal,0.6078
AFIB,Normal,0.6362
AFIB,Normal,0.626
AFIB,Normal,0.6289
AFIB,Normal,0.6093
AFIB,Normal,0.5445
AFIB,Normal,0.6084
AFIB,Normal,0.6334
AFIB,Normal,0.6308
AFIB,Normal,0.5575
AFIB,Normal,0.5555
AFIB,Normal,0.6292
AFIB,Normal,0.6262
AFIB,Normal,0.6516
AFIB,Normal,0.6331
AFIB,Normal,0.6349
AFIB,Normal,0.6026
AFIB,Normal,0.5982
AFIB,Normal,0.6233
AFIB,Normal,0.6193
AFIB,Normal,0.6001
AFIB,Normal,0.6109
AFIB,Normal,0.6092
AFIB,Normal,0.5562
AFIB,Normal,0.6108
AFIB,Normal,0.5934
AFIB,Normal,0.5981
AFIB,Normal,0.6292
AFIB,Normal,0.6096
AFIB,Normal,0.586
AFIB,Normal,0.6159
AFIB,Normal,0.646
AFIB,Normal,0.6161
AFIB,Normal,0.633
AFIB,Normal,0.6527
AFIB,Normal,0.6437
AFIB,Normal,0.6411
AFIB,Normal,0.6339
AFIB,Normal,0.6463
AFIB,Normal,0.6444
AFIB,Normal,0.5945
AFIB,Normal,0.5409
AFIB,Normal,0.627
AFIB,Normal,0.6258
AFIB,Normal,0.6439
AFIB,Normal,0.6551
AFIB,Normal,0.6415
AFIB,Normal,0.6508
AFIB,Normal,0.6321
AFIB,Normal,0.6523
AFIB,Normal,0.651
AFIB,Normal,0.5976
AFIB,Normal,0.5578
AFIB,Normal,0.5907
AFIB,Normal,0.6368
AFIB,Normal,0.6136
AFIB,Normal,0.6377
AFIB,Normal,0.6218
AFIB,Normal,0.6529
AFIB,Normal,0.6347
AFIB,Normal,0.6348
AFIB,Normal,0.6446
AFIB,Normal,0.625
AFIB,Normal,0.634
AFIB,Normal,0.5863
AFIB,Normal,0.5614
AFIB,Normal,0.6182
AFIB,Normal,0.6483
AFIB,Normal,0.6157
AFIB,Normal,0.6275
AFIB,Normal,0.6436
AFIB,Normal,0.6349
AFIB,Normal,0.64
AFIB,Normal,0.6379
AFIB,Normal,0.6414
AFIB,Normal,0.6354
AFIB,Normal,0.5886
AFIB,Normal,0.5798
AFIB,Normal,0.6393
AFIB,Normal,0.6503
AFIB,Normal,0.6165
AFIB,Normal,0.6393
AFIB,Normal,0.6292
AFIB,Normal,0.5936
AFIB,Normal,0.5846
AFIB,Normal,0.5468
AFIB,Normal,0.569
AFIB,Normal,0.6245
AFIB,Normal,0.6131
AFIB,Normal,0.6185
AFIB,Normal,0.6435
AFIB,Normal,0.6012
AFIB,Normal,0.5968
AFIB,Normal,0.5496
AFIB,Normal,0.5379
AFIB,Normal,0.6122
AFIB,Normal,0.6266
AFIB,Normal,0.6411
AFIB,Normal,0.6298
AFIB,Normal,0.6408
AFIB,Normal,0.6295
AFIB,Normal,0.5919
AFIB,Normal,0.6286
AFIB,Normal,0.6364
AFIB,Normal,0.6443
AFIB,Normal,0.646
AFIB,Normal,0.6405
AFIB,Normal,0.6386
AFIB,Normal,0.6403
AFIB,Normal,0.6376
AFIB,Normal,0.6307
AFIB,Normal,0.6243
AFIB,Normal,0.5879
AFIB,Normal,0.6062
AFIB,Normal,0.6401
AFIB,Normal,0.6122
AFIB,Normal,0.6356
AFIB,Normal,0.6173
AFIB,Normal,0.6212
AFIB,Normal,0.6177
AFIB,Normal,0.6119
AFIB,Normal,0.6294
AFIB,Normal,0.6485
AFIB,Normal,0.6403
AFIB,Normal,0.6207
AFIB,Normal,0.5486
AFIB,Normal,0.5994
AFIB,Normal,0.6522
AFIB,Normal,0.6328
AFIB,Normal,0.6229
AFIB,Normal,0.5635
AFIB,Normal,0.578
AFIB,Normal,0.6245
AFIB,Normal,0.6178
AFIB,Normal,0.6205
AFIB,Normal,0.6307
AFIB,Normal,0.6076
AFIB,Normal,0.5666
AFIB,Normal,0.6223
AFIB,Normal,0.6397
AFIB,Normal,0.6179
AFIB,Normal,0.6443
AFIB,Normal,0.53
AFIB,Normal,0.5441
AFIB,Normal,0.6042
AFIB,Normal,0.6104
AFIB,Normal,0.6295
AFIB,Normal,0.6111
AFIB,Normal,0.525
AFIB,Normal,0.5394
AFIB,Normal,0.6213
AFIB,Normal,0.5864
AFIB,Normal,0.6241
AFIB,Normal,0.628
AFIB,Normal,0.6025
AFIB,Normal,0.6278
AFIB,Normal,0.5433
AFIB,Normal,0.5496
AFIB,Normal,0.6061
AFIB,Normal,0.6418
AFIB,Normal,0.6168
AFIB,Normal,0.591
AFIB,Normal,0.6266
AFIB,Normal,0.6245
AFIB,Normal,0.6223
AFIB,Normal,0.6224
AFIB,Normal,0.6484
AFIB,Normal,0.612
AFIB,Normal,0.6166
AFIB,Normal,0.6554
AFIB,Normal,0.6458
AFIB,Normal,0.6594
AFIB,Normal,0.5958
AFIB,Normal,0.5715
AFIB,Normal,0.5919
AFIB,Normal,0.6429
AFIB,Normal,0.6316
AFIB,Normal,0.627
AFIB,Normal,0.6232
AFIB,Normal,0.6075
AFIB,Normal,0.6046
AFIB,Normal,0.6232
AFIB,Normal,0.6447
AFIB,Normal,0.6042
AFIB,Normal,0.5848
AFIB,Normal,0.6124
AFIB,Normal,0.6227
AFIB,Normal,0.5981
AFIB,Normal,0.6362
AFIB,Normal,0.637
AFIB,Normal,0.6313
AFIB,Normal,0.6349
AFIB,Normal,0.6053
AFIB,Normal,0.6526
AFIB,Normal,0.6828
AFIB,Normal,0.636
AFIB,Normal,0.6036
AFIB,Normal,0.5785
AFIB,Normal,0.6214
AFIB,Normal,0.6226
AFIB,Normal,0.6205
AFIB,Normal,0.6151
AFIB,Normal,0.6141
AFIB,Normal,0.635
AFIB,Normal,0.6058
AFIB,Normal,0.6165
AFIB,Normal,0.6102
AFIB,Normal,0.6227
AFIB,Normal,0.5846
AFIB,Normal,0.5669
AFIB,Normal,0.6073
AFIB,Normal,0.6037
AFIB,Normal,0.6208
AFIB,Normal,0.5768
AFIB,Normal,0.5973
AFIB,Normal,0.6109
AFIB,Normal,0.6234
AFIB,Normal,0.591
AFIB,Normal,0.5856
AFIB,Normal,0.6014
AFIB,Normal,0.5812
AFIB,Normal,0.627
AFIB,Normal,0.6613
AFIB,Normal,0.6199
AFIB,Normal,0.5521
AFIB,Normal,0.6283
AFIB,Normal,0.6288
AFIB,Normal,0.6248
AFIB,Normal,0.6469
AFIB,Normal,0.6385
AFIB,Normal,0.6197
AFIB,Normal,0.6366
AFIB,Normal,0.589
AFIB,Normal,0.5417
AFIB,Normal,0.5927
AFIB,Normal,0.635
AFIB,Normal,0.6052
AFIB,Normal,0.6213
AFIB,Normal,0.6234
AFIB,Normal,0.6208
AFIB,Normal,0.6473
AFIB,Normal,0.6384
AFIB,Normal,0.6358
AFIB,Normal,0.6091
AFIB,Normal,0.5789
AFIB,Normal,0.5362
AFIB,Normal,0.617
AFIB,Normal,0.6071
AFIB,Normal,0.6145
AFIB,Normal,0.6422
AFIB,Normal,0.6513
AFIB,Normal,0.6304
AFIB,Normal,0.6209
AFIB,Normal,0.6344
AFIB,Normal,0.6304
AFIB,Normal,0.6288
AFIB,Normal,0.5973
AFIB,Normal,0.5439
AFIB,Normal,0.6163
AFIB,Normal,0.6033
AFIB,Normal,0.5426
AFIB,Normal,0.5919
AFIB,Normal,0.6129
AFIB,Normal,0.6255
AFIB,Normal,0.6233
AFIB,Normal,0.6509
AFIB,Normal,0.6263
AFIB,Normal,0.6074
AFIB,Normal,0.6018
AFIB,Normal,0.5806
AFIB,Normal,0.6191
AFIB,Normal,0.6682
AFIB,Normal,0.5939
AFIB,Normal,0.5755
AFIB,Normal,0.6208
AFIB,Normal,0.6226
AFIB,Normal,0.6239
AFIB,Normal,0.6025
AFIB,Normal,0.6105
AFIB,Normal,0.6248
AFIB,Normal,0.5996
AFIB,Normal,0.6138
AFIB,Normal,0.6077
AFIB,Normal,0.5898
AFIB,Normal,0.6217
AFIB,Normal,0.6151
AFIB,Normal,0.5737
AFIB,Normal,0.538
AFIB,Normal,0.5871
AFIB,Normal,0.638
AFIB,Normal,0.6377
AFIB,Normal,0.6207
AFIB,Normal,0.611
AFIB,Normal,0.5835
AFIB,Normal,0.6246
AFIB,Normal,0.6513
AFIB,Normal,0.6319
AFIB,Normal,0.6217
AFIB,Normal,0.625
AFIB,Normal,0.6328
AFIB,Normal,0.6234
AFIB,Normal,0.634
AFIB,Normal,0.645
AFIB,Normal,0.628
AFIB,Normal,0.578
AFIB,Normal,0.5329
AFIB,Normal,0.5869
AFIB,Normal,0.6292
AFIB,Normal,0.6092
AFIB,Normal,0.6267
AFIB,Normal,0.6323
AFIB,Normal,0.6507
AFIB,Normal,0.6225
AFIB,Normal,0.6004
AFIB,Normal,0.6288
AFIB,Normal,0.5955
AFIB,Normal,0.5651
AFIB,Normal,0.5807
AFIB,Normal,0.6297
AFIB,Normal,0.6127
AFIB,Normal,0.6297
AFIB,Normal,0.6304
AFIB,Normal,0.6247
AFIB,Normal,0.6274
AFIB,Normal,0.6261
AFIB,Normal,0.6363
AFIB,Normal,0.6512
AFIB,Normal,0.6592
AFIB,Normal,0.5987
AFIB,Normal,0.5541
AFIB,Normal,0.5864
AFIB,Normal,0.6366
AFIB,Normal,0.6167
AFIB,Normal,0.6081
AFIB,Normal,0.6296
AFIB,Normal,0.6062
AFIB,Normal,0.6198
AFIB,Normal,0.6071
AFIB,Normal,0.6011
AFIB,Normal,0.619
AFIB,Normal,0.6064
AFIB,Normal,0.6345
AFIB,Normal,0.6317
AFIB,Normal,0.6031
AFIB,Normal,0.6161
AFIB,Normal,0.6175
AFIB,Normal,0.5932
AFIB,Normal,0.5899
AFIB,Normal,0.5567
AFIB,Normal,0.5477
AFIB,Normal,0.6179
AFIB,Normal,0.6426
AFIB,Normal,0.6135
AFIB,Normal,0.6078
AFIB,Normal,0.6179
AFIB,Normal,0.5841
AFIB,Normal,0.5672
AFIB,Normal,0.6388
AFIB,Normal,0.622
AFIB,Normal,0.6277
AFIB,Normal,0.6186
AFIB,Normal,0.6301
AFIB,Normal,0.6415
AFIB,Normal,0.6553
AFIB,Normal,0.6136
AFIB,Normal,0.5256
AFIB,Normal,0.608
AFIB,Normal,0.6312
AFIB,Normal,0.631
AFIB,Normal,0.6257
AFIB,Normal,0.6355
AFIB,Normal,0.6509
AFIB,Normal,0.6514
AFIB,Normal,0.6529
AFIB,Normal,0.6473
AFIB,Normal,0.6217
AFIB,Normal,0.5569
AFIB,Normal,0.5327
AFIB,Normal,0.598
AFIB,Normal,0.6185
AFIB,Normal,0.6601
AFIB,Normal,0.6402
AFIB,Normal,0.6438
AFIB,Normal,0.6315
AFIB,Normal,0.6248
AFIB,Normal,0.632
AFIB,Normal,0.6476
AFIB,Normal,0.6554
AFIB,Normal,0.6052
AFIB,Normal,0.5846
AFIB,Normal,0.6255
AFIB,Normal,0.6499
AFIB,Normal,0.6005
AFIB,Normal,0.6161
AFIB,Normal,0.6174
AFIB,Normal,0.6317
AFIB,Normal,0.652
AFIB,Normal,0.6356
AFIB,Normal,0.6538
AFIB,Normal,0.6422
AFIB,Normal,0.5839
AFIB,Normal,0.595
AFIB,Normal,0.6493
AFIB,Normal,0.6362
AFIB,Normal,0.6065
AFIB,Normal,0.6154
AFIB,Normal,0.5885
AFIB,Normal,0.5741
AFIB,Normal,0.5955
AFIB,Normal,0.6098
AFIB,Normal,0.6095
AFIB,Normal,0.6112
AFIB,Normal,0.587
AFIB,Normal,0.6051
AFIB,Normal,0.6242
AFIB,Normal,0.5684
AFIB,Normal,0.6305
AFIB,Normal,0.6238
AFIB,Normal,0.5941
AFIB,Normal,0.5616
AFIB,Normal,0.5409
AFIB,Normal,0.5653
AFIB,Normal,0.5997
AFIB,Normal,0.6209
AFIB,Normal,0.6018
AFIB,Normal,0.5414
AFIB,Normal,0.6089
AFIB,Normal,0.6539
AFIB,Normal,0.639
AFIB,Normal,0.621
AFIB,Normal,0.6257
AFIB,Normal,0.6282
AFIB,Normal,0.6534
AFIB,Normal,0.6512
AFIB,Normal,0.6316
AFIB,Normal,0.6412
AFIB,Normal,0.6122
AFIB,Normal,0.5974
AFIB,Normal,0.629
AFIB,Normal,0.6323
AFIB,Normal,0.6246
AFIB,Normal,0.62
AFIB,Normal,0.6339
AFIB,Normal,0.6399
AFIB,Normal,0.637
AFIB,Normal,0.6266
AFIB,Normal,0.6239
AFIB,Normal,0.5849
AFIB,Normal,0.5423
AFIB,Normal,0.5098
AFIB,Normal,0.6282
AFIB,Normal,0.6323
AFIB,Normal,0.6103
AFIB,Normal,0.6042
AFIB,Normal,0.6015
AFIB,Normal,0.6252
AFIB,Normal,0.6202
AFIB,Normal,0.6183
AFIB,Normal,0.6476
AFIB,Normal,0.6129
AFIB,Normal,0.5935
AFIB,Normal,0.6145
AFIB,Normal,0.6535
AFIB,Normal,0.6324
AFIB,Normal,0.6199
AFIB,Normal,0.6093
AFIB,Normal,0.5739
AFIB,Normal,0.5891
AFIB,Normal,0.6068
AFIB,Normal,0.6142
AFIB,Normal,0.6206
AFIB,Normal,0.6274
AFIB,Normal,0.5746
AFIB,Normal,0.5687
AFIB,Normal,0.6265
AFIB,Normal,0.6076
AFIB,Normal,0.6178
AFIB,Normal,0.6004
AFIB,Normal,0.5797
AFIB,Normal,0.5643
AFIB,Normal,0.5968
AFIB,Normal,0.579
AFIB,Normal,0.5643
AFIB,Normal,0.6274
AFIB,Normal,0.6134
AFIB,Normal,0.634
AFIB,Normal,0.6698
AFIB,Normal,0.6479
AFIB,Normal,0.6166
AFIB,Normal,0.6218
AFIB,Normal,0.6404
AFIB,Normal,0.6139
AFIB,Normal,0.6077
AFIB,Normal,0.61
AFIB,Normal,0.6245
AFIB,Normal,0.6413
AFIB,Normal,0.5778
AFIB,Normal,0.5172
AFIB,Normal,0.6084
AFIB,Normal,0.6314
AFIB,Normal,0.5853
AFIB,Normal,0.6256
AFIB,Normal,0.6211
AFIB,Normal,0.6346
AFIB,Normal,0.6664
AFIB,Normal,0.6388
AFIB,Normal,0.6396
AFIB,Normal,0.6303
AFIB,Normal,0.552
AFIB,Normal,0.5606
AFIB,Normal,0.6532
AFIB,Normal,0.5894
AFIB,Normal,0.6266
AFIB,Normal,0.6392
AFIB,Normal,0.6287
AFIB,Normal,0.6122
AFIB,Normal,0.6139
AFIB,Normal,0.6152
AFIB,Normal,0.616
AFIB,Normal,0.6144
AFIB,Normal,0.6252
AFIB,Normal,0.5884
AFIB,Normal,0.6096
AFIB,Normal,0.6272
AFIB,Normal,0.6028
AFIB,Normal,0.5857
AFIB,Normal,0.6238
AFIB,Normal,0.6423
AFIB,Normal,0.6027
AFIB,Normal,0.6343
AFIB,Normal,0.6227
AFIB,Normal,0.6289
AFIB,Normal,0.5737
AFIB,Normal,0.5471
AFIB,Normal,0.6301
AFIB,Normal,0.6178
AFIB,Normal,0.6193
AFIB,Normal,0.6139
AFIB,Normal,0.6108
AFIB,Normal,0.5624
AFIB,Normal,0.5597
AFIB,Normal,0.6258
AFIB,Normal,0.6085
AFIB,Normal,0.633
AFIB,Normal,0.6033
AFIB,Normal,0.6002
AFIB,Normal,0.6043
AFIB,Normal,0.5834
AFIB,Normal,0.5924
AFIB,Normal,0.6183
AFIB,Normal,0.5618
AFIB,Normal,0.5445
AFIB,Normal,0.6191
AFIB,Normal,0.6127
AFIB,Normal,0.6305
AFIB,Normal,0.6428
AFIB,Normal,0.6158
AFIB,Normal,0.6082
AFIB,Normal,0.6327
AFIB,Normal,0.6285
AFIB,Normal,0.5872
AFIB,Normal,0.59
AFIB,Normal,0.5947
AFIB,Normal,0.6073
AFIB,Normal,0.6139
AFIB,Normal,0.6248
AFIB,Normal,0.6587
AFIB,Normal,0.632
AFIB,Normal,0.5904
AFIB,Normal,0.5526
AFIB,Normal,0.6491
AFIB,Normal,0.654
AFIB,Normal,0.632
AFIB,Normal,0.6269
AFIB,Normal,0.6382
AFIB,Normal,0.6492
AFIB,Normal,0.6385
AFIB,Normal,0.642
AFIB,Normal,0.6485
AFIB,Normal,0.629
AFIB,Normal,0.5587
AFIB,Normal,0.5343
AFIB,Normal,0.5925
AFIB,Normal,0.6102
AFIB,Normal,0.612
AFIB,Normal,0.6067
AFIB,Normal,0.6017
AFIB,Normal,0.5499
AFIB,Normal,0.5558
AFIB,Normal,0.6081
AFIB,Normal,0.6233
AFIB,Normal,0.6414
AFIB,Normal,0.5728
AFIB,Normal,0.554
AFIB,Normal,0.6264
AFIB,Normal,0.616
AFIB,Normal,0.5316
AFIB,Normal,0.5196
AFIB,Normal,0.6097
AFIB,Normal,0.5986
AFIB,Normal,0.6033
AFIB,Normal,0.5833
AFIB,Normal,0.5998
AFIB,Normal,0.6202
AFIB,Normal,0.608
AFIB,Normal,0.6127
AFIB,Normal,0.6299
AFIB,Normal,0.6098
AFIB,Normal,0.5984
AFIB,Normal,0.6009
AFIB,Normal,0.6136
AFIB,Normal,0.6227
AFIB,Normal,0.6271
AFIB,Normal,0.5538
AFIB,Normal,0.59
AFIB,Normal,0.6343
AFIB,Normal,0.6105
AFIB,Normal,0.6402
AFIB,Normal,0.661
AFIB,Normal,0.6137
AFIB,Normal,0.5933
AFIB,Normal,0.6209
AFIB,Normal,0.6401
AFIB,Normal,0.6546
AFIB,Normal,0.6282
AFIB,Normal,0.6139
AFIB,Normal,0.6082
AFIB,Normal,0.6108
AFIB,Normal,0.5979
AFIB,Normal,0.5449
AFIB,Normal,0.6067
AFIB,Normal,0.6292
AFIB,Normal,0.6052
AFIB,Normal,0.5949
AFIB,Normal,0.6291
AFIB,Normal,0.65
AFIB,Normal,0.6536
AFIB,Normal,0.6605
AFIB,Normal,0.6336
AFIB,Normal,0.5784
AFIB,Normal,0.5479
AFIB,Normal,0.5821
AFIB,Normal,0.6536
AFIB,Normal,0.6266
AFIB,Normal,0.6256
AFIB,Normal,0.614
AFIB,Normal,0.627
AFIB,Normal,0.6243
AFIB,Normal,0.6223
AFIB,Normal,0.6134
AFIB,Normal,0.636
AFIB,Normal,0.6408
AFIB,Normal,0.6031
AFIB,Normal,0.5679
AFIB,Normal,0.6041
AFIB,Normal,0.6183
AFIB,Normal,0.6061
AFIB,Normal,0.616
AFIB,Normal,0.6091
AFIB,Normal,0.6238
AFIB,Normal,0.6304
AFIB,Normal,0.6029
AFIB,Normal,0.6479
AFIB,Normal,0.6515
AFIB,Normal,0.5925
AFIB,Normal,0.5559
AFIB,Normal,0.6314
AFIB,Normal,0.641
AFIB,Normal,0.6219
AFIB,Normal,0.6303
AFIB,Normal,0.5885
AFIB,Normal,0.6108
AFIB,Normal,0.5541
AFIB,Normal,0.5388
AFIB,Normal,0.54
AFIB,Normal,0.5867
AFIB,Normal,0.5632
AFIB,Normal,0.5837
AFIB,Normal,0.6271
AFIB,Normal,0.5755
AFIB,Normal,0.6011
AFIB,Normal,0.5343
AFIB,Normal,0.5237
AFIB,Normal,0.6227
AFIB,Normal,0.6545
AFIB,Normal,0.6595
AFIB,Normal,0.6186
AFIB,Normal,0.6133
AFIB,Normal,0.6149
AFIB,Normal,0.5662
AFIB,Normal,0.6204
AFIB,Normal,0.6421
AFIB,Normal,0.6186
AFIB,Normal,0.6172
AFIB,Normal,0.638
AFIB,Normal,0.5927
AFIB,Normal,0.6014
AFIB,Normal,0.6401
AFIB,Normal,0.6477
AFIB,Normal,0.6304
AFIB,Normal,0.6094
AFIB,Normal,0.5661
AFIB,Normal,0.6569
AFIB,Normal,0.6713
AFIB,Normal,0.6168
AFIB,Normal,0.6516
AFIB,Normal,0.653
AFIB,Normal,0.6112
AFIB,Normal,0.6219
AFIB,Normal,0.6405
AFIB,Normal,0.6475
AFIB,Normal,0.6087
AFIB,Normal,0.5828
AFIB,Normal,0.5756
AFIB,Normal,0.6067
AFIB,Normal,0.6181
AFIB,Normal,0.5784
AFIB,Normal,0.601
AFIB,Normal,0.6081
AFIB,Normal,0.5992
AFIB,Normal,0.5958
AFIB,Normal,0.6098
AFIB,Normal,0.6256
AFIB,Normal,0.6141
AFIB,Normal,0.6164
AFIB,Normal,0.5614
AFIB,Normal,0.6078
AFIB,Normal,0.6121
AFIB,Normal,0.592
AFIB,Normal,0.5952
AFIB,Normal,0.5889
AFIB,Normal,0.5486
AFIB,Normal,0.5279
AFIB,Normal,0.6078
AFIB,Normal,0.6206
AFIB,Normal,0.6109
AFIB,Normal,0.5918
AFIB,Normal,0.6182
AFIB,Normal,0.6497
AFIB,Normal,0.6146
AFIB,Normal,0.6432
AFIB,Normal,0.5981
AFIB,Normal,0.6156
AFIB,Normal,0.6193
AFIB,Normal,0.5488
AFIB,Normal,0.5432
AFIB,Normal,0.607
AFIB,Normal,0.6201
AFIB,Normal,0.5933
AFIB,Normal,0.5503
AFIB,Normal,0.601
AFIB,Normal,0.6539
AFIB,Normal,0.6266
AFIB,Normal,0.5965
AFIB,Normal,0.5958
AFIB,Normal,0.5949
AFIB,Normal,0.612
AFIB,Normal,0.6053
AFIB,Normal,0.6345
AFIB,Normal,0.6366
AFIB,Normal,0.5788
AFIB,Normal,0.5554
AFIB,Normal,0.6104
AFIB,Normal,0.6402
AFIB,Normal,0.6159
AFIB,Normal,0.6202
AFIB,Normal,0.6286
AFIB,Normal,0.634
AFIB,Normal,0.6441
AFIB,Normal,0.6332
AFIB,Normal,0.634
AFIB,Normal,0.6237
AFIB,Normal,0.58
AFIB,Normal,0.5859
AFIB,Normal,0.6262
AFIB,Normal,0.5948
AFIB,Normal,0.6307
AFIB,Normal,0.625
AFIB,Normal,0.5977
AFIB,Normal,0.5998
AFIB,Normal,0.5837
AFIB,Normal,0.5924
AFIB,Normal,0.599
AFIB,Normal,0.6107
AFIB,Normal,0.6016
AFIB,Normal,0.5564
AFIB,Normal,0.5968
AFIB,Normal,0.6383
AFIB,Normal,0.6381
AFIB,Normal,0.6082
AFIB,Normal,0.5944
AFIB,Normal,0.6038
AFIB,Normal,0.6024
AFIB,Normal,0.6062
AFIB,Normal,0.6066
AFIB,Normal,0.6315
AFIB,Normal,0.576
AFIB,Normal,0.6047
AFIB,Normal,0.6356
AFIB,Normal,0.6368
AFIB,Normal,0.6331
AFIB,Normal,0.5841
AFIB,Normal,0.6288
AFIB,Normal,0.5918
AFIB,Normal,0.5729
AFIB,Normal,0.5358
AFIB,Normal,0.5213
AFIB,Normal,0.6226
AFIB,Normal,0.6057
AFIB,Normal,0.6164
AFIB,Normal,0.6568
AFIB,Normal,0.6539
AFIB,Normal,0.5868
AFIB,Normal,0.5743
AFIB,Normal,0.5639
AFIB,Normal,0.6028
AFIB,Normal,0.6284
AFIB,Normal,0.6343
AFIB,Normal,0.6547
AFIB,Normal,0.6339
AFIB,Normal,0.6054
AFIB,Normal,0.592
AFIB,Normal,0.6345
AFIB,Normal,0.6366
AFIB,Normal,0.5886
AFIB,Normal,0.6179
AFIB,Normal,0.605
AFIB,Normal,0.612
AFIB,Normal,0.6375
AFIB,Normal,0.6347
AFIB,Normal,0.6389
AFIB,Normal,0.5972
AFIB,Normal,0.5635
AFIB,Normal,0.5781
AFIB,Normal,0.5984
AFIB,Normal,0.5813
AFIB,Normal,0.6212
AFIB,Normal,0.6299
AFIB,Normal,0.6225
AFIB,Normal,0.6496
AFIB,Normal,0.6465
AFIB,Normal,0.6348
AFIB,Normal,0.6275
AFIB,Normal,0.6239
AFIB,Normal,0.5786
AFIB,Normal,0.525
AFIB,Normal,0.5796
AFIB,Normal,0.6121
AFIB,Normal,0.623
AFIB,Normal,0.5611
AFIB,Normal,0.5725
AFIB,Normal,0.603
AFIB,Normal,0.6131
AFIB,Normal,0.6125
AFIB,Normal,0.6296
AFIB,Normal,0.6427
AFIB,Normal,0.5905
AFIB,Normal,0.564
AFIB,Normal,0.6186
AFIB,Normal,0.6441
AFIB,Normal,0.6082
AFIB,Normal,0.6211
AFIB,Normal,0.6008
AFIB,Normal,0.5671
AFIB,Normal,0.5839
AFIB,Normal,0.5878
AFIB,Normal,0.6193
AFIB,Normal,0.6121
AFIB,Normal,0.5801
AFIB,Normal,0.6248
AFIB,Normal,0.6409
AFIB,Normal,0.6095
AFIB,Normal,0.5957
AFIB,Normal,0.6039
AFIB,Normal,0.6259
AFIB,Normal,0.5958
AFIB,Normal,0.5552
AFIB,Normal,0.56
AFIB,Normal,0.6105
AFIB,Normal,0.6175
AFIB,Normal,0.6254
AFIB,Normal,0.5809
AFIB,Normal,0.6197
AFIB,Normal,0.6404
AFIB,Normal,0.6252
AFIB,Normal,0.6375
AFIB,Normal,0.6357
AFIB,Normal,0.6215
